类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片;img
15;211;文化礼堂;威坪镇琴坑村文化礼堂;杭州市淳安县威坪镇琴坑村;杭州市;淳安县;118.764541;29.777669;08:00-17:00;/whyx/d73b89ba007344dea3982a48059df033.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d73b89ba007344dea3982a48059df033.jpg
16;212;文化家园;闲林街道孙家坞社区文化家园;余杭区闲林街道孙家坞社区综合大楼（闲兴路58号）;杭州市;余杭区;119.962158;30.2116;周一至周日08:30-17:00;/whyx/d73515b1358c4e44b6381308ccc35784.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d73515b1358c4e44b6381308ccc35784.jpg
2;199;文博场馆;闲林街道民俗文化展陈馆;杭州市余杭区闲林街道方家山公园脚下;杭州市;余杭区;119.984167;30.218222;08:30-17:00;/whyx/d6fc770f0fa9495bb04d7878c410c974.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d6fc770f0fa9495bb04d7878c410c974.jpg
15;211;文化礼堂;余杭街道中南村文化礼堂;杭州市余杭区余杭街道中南村南湖景秀湾会所;杭州市;余杭区;119.914156;30.266869;周一至周日9:00-16:30;/whyx/d6d2c6cd2e1445e38275b617a35bef39.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d6d2c6cd2e1445e38275b617a35bef39.jpg
13;209;老年活动中心;凤栖社区居家养老服务照料中心;余杭区余杭街道湖山帝景湾南苑1-1-4，一楼;杭州市;余杭区;119.935685;30.251077;周一至周日08:30-11:30 13:30-17:00;/whyx/d6a76da45a414e6e9f4fffee34e9c920.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d6a76da45a414e6e9f4fffee34e9c920.jpg
15;211;文化礼堂;金峰乡殿峰村文化礼堂;杭州市淳安县金峰乡殿峰村;杭州市;淳安县;118.928386;29.696862;08:30-17:00;/whyx/d6995d10806f4c4f9775b006eca4e419.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d6995d10806f4c4f9775b006eca4e419.jpg
15;211;文化礼堂;大墅镇大墅村文化礼堂;杭州市淳安县大墅镇大墅村;杭州市;淳安县;119.502404;29.775801;08:00-16:00;/whyx/d689d135c00f4649995fdfc043da71bf.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d689d135c00f4649995fdfc043da71bf.jpg
3;200;文化活动室;黄家社区文化活动室;黄家社区居委会二楼;杭州市;上城区;120.236;30.3179;8:30-17:00;/whyx/d67dde662b474b128cb4ac9c58cf32c2.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d67dde662b474b128cb4ac9c58cf32c2.jpg
15;211;文化礼堂;大墅镇桃林村文化礼堂;杭州市淳安县大墅镇桃林村;杭州市;淳安县;118.795644;29.31275;08:00-17:00;/whyx/d6431196b6a7450bb2cba62e242300a4.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d6431196b6a7450bb2cba62e242300a4.jpg
15;211;文化礼堂;威坪镇叶家村文化礼堂;杭州市淳安县威坪镇叶家村;杭州市;淳安县;118.816332;29.806666;09:00-17:00;/whyx/d5fdcd1a003b4fd1b6381a6a59008d99.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d5fdcd1a003b4fd1b6381a6a59008d99.jpg
1;198;农家书屋;丁兰街道华亭社区图书馆;杭州市上城区丁兰街道白马庄街92号二楼;杭州市;上城区;120.244231;30.363345;08:30-17:00;/whyx/d5e63f1c9a0548e79684cf6131f95760.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d5e63f1c9a0548e79684cf6131f95760.jpg
5;202;剧院;桐庐剧院;桐庐县大奇山路488号;杭州市;桐庐县;119.68632;29.788654;08:30-17:30;/whyx/d537633069014c869c0ef9f6e5fcb00e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d537633069014c869c0ef9f6e5fcb00e.jpg
15;211;文化礼堂;临岐镇溪口村文化礼堂;杭州市淳安县临岐镇溪口村22号;杭州市;淳安县;119.14094;29.802561;08:00-21:00;/whyx/d50d9a27031f47f5808941d6d620614f.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d50d9a27031f47f5808941d6d620614f.jpg
14;210;文体中心;四季青街道文体服务中心;钱潮路388号;杭州市;上城区;120.215102;30.263199;周一至周五8：30-17:00;/whyx/d4deb8b3ebce41a1b09b8c818ca05cac.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d4deb8b3ebce41a1b09b8c818ca05cac.jpg
16;212;文化家园;石鸽社区文化家园;杭州市余杭区中泰街道石鸽社区石鸽里95号;杭州市;余杭区;119.930791;30.237094;08:30-16:00;/whyx/d4dd278c26744d9993b738a39680b05c.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d4dd278c26744d9993b738a39680b05c.jpg
15;211;文化礼堂;临岐镇五庄村文化礼堂;杭州市淳安县临岐镇五庄村上谷自然村;杭州市;淳安县;119.110411;29.819841;08:00-21:00;/whyx/d4adb8dcd2bd4aca9cf75d7f91266cf6.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d4adb8dcd2bd4aca9cf75d7f91266cf6.jpg
10;206;文化宫;余杭街道工人文化宫;杭州市余杭区余杭街道安乐路120号;杭州市;余杭区;119.94113;30.271301;周一至周五09:00-16:00;/whyx/d492a37c60024411bef35a671c39616b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d492a37c60024411bef35a671c39616b.jpg
15;211;文化礼堂;梓桐镇唐家村文化礼堂;杭州市淳安县梓桐镇唐家村;杭州市;淳安县;118.744745;29.609158;春夏8:00-20:00秋冬8:00-20:00;/whyx/d3ea755512714fa59e08e8ece11dcecd.jpg;oooo1
15;211;文化礼堂;新登镇双联村文化礼堂;富阳区新登镇双联村桐坑;杭州市;富阳区;119.76623;29.96645;08:00-20:00;/whyx/d3b7952df4f94ac1b09b51324cdc46e3.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d3b7952df4f94ac1b09b51324cdc46e3.jpg
15;211;文化礼堂;双浦镇桑园地村文化礼堂;杭州市西湖区双浦镇桑园地4号浦路1号;杭州市;西湖区;120.099476;30.090636;周一至周日09:00-17:00;/whyx/d370eb8fa2f64f07a7264b0edc7aa0ee.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d370eb8fa2f64f07a7264b0edc7aa0ee.jpg
16;212;文化家园;聚贤社区文化家园;余杭区良渚街道聚贤社区绿野花语苑47、48幢;杭州市;余杭区;120.002555;30.348173;周一至周日08:30-16:30;/whyx/d3082c712a1344f48d854c6f998ac9f0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d3082c712a1344f48d854c6f998ac9f0.jpg
1;198;农家书屋;钟山乡高峰村农家书屋;杭州市桐庐县钟山乡高峰村文化礼堂;杭州市;桐庐县;119.498998;29.737878;周一至周日08:00-11:30 13:00-16:30;/whyx/d2c182da004f402aafeab4b318c12e7c.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d2c182da004f402aafeab4b318c12e7c.jpg
15;211;文化礼堂;安阳乡昌墅村文化礼堂;杭州市淳安县安阳乡昌墅村;杭州市;淳安县;118.885515;29.441201;08:30-17:30;/whyx/d27d3d3daef9411fa05dc500600ede0e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d27d3d3daef9411fa05dc500600ede0e.jpg
13;209;老年活动中心;采荷街道健风社区老年活动室;采荷东区15幢1单元底层;杭州市;上城区;120.203885;30.253249;08:30-17:30;/whyx/d26ecf20969e4d1cbe17dda2bd5b7b44.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d26ecf20969e4d1cbe17dda2bd5b7b44.jpg
15;211;文化礼堂;金峰乡山后村文化礼堂;杭州市淳安县金峰乡山后村;杭州市;淳安县;118.941101;29.677278;08:30-17:30;/whyx/d2606f8d26974f339077bba21e0b67a0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d2606f8d26974f339077bba21e0b67a0.jpg
1;198;农家书屋;富春江镇渡济村农家书屋;杭州市桐庐县富春江镇渡济村;杭州市;桐庐县;119.648164;29.762227;周一至周五18:30-20:30周六至周日08:30-11:30,13:00-16:30;/whyx/d256f1e127b34a6190abe421f7a6a4e0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d256f1e127b34a6190abe421f7a6a4e0.jpg
2;199;文博场馆;武林美术馆;杭州市拱墅区新天地街与永福桥路交汇处南侧;杭州市;拱墅区;120.162404;30.269169;nan;/whyx/d2173992fc154425b02f9d109bd4207a.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d2173992fc154425b02f9d109bd4207a.png
1;198;农家书屋;胥口镇佛鲁村农家书屋;杭州市富阳区胥口镇佛鲁村老村委大楼;杭州市;富阳区;119.648782;29.964042;周一至周日08:00-20:00;/whyx/d1e25e40ab5e48b1a70650d654f15939.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d1e25e40ab5e48b1a70650d654f15939.jpg
2;199;文博场馆;良渚博物院;杭州市余杭区良渚街道莫干山路3501号;杭州市;余杭区;120.074321;30.362009;周二至周日09:00-17:00（星期一休馆，国定假日除外）;/whyx/d19101d321514e6b95a63bd066022074.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d19101d321514e6b95a63bd066022074.jpg
15;211;文化礼堂;王阜乡郑中村文化礼堂;杭州市淳安县王阜乡郑中村;杭州市;淳安县;120.056585;30.199489;09:00-20:00;/whyx/d18d80a9f6714d6db914ebd6d2749b2b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d18d80a9f6714d6db914ebd6d2749b2b.jpg
15;211;文化礼堂;临岐镇临岐村文化礼堂;杭州市淳安县临岐镇临岐村;杭州市;淳安县;119.110645;29.8447;08:00-21:00;/whyx/d187613f0e8940c592e619ff6fb6b2f1.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d187613f0e8940c592e619ff6fb6b2f1.jpg
14;210;文体中心;灵隐街道综合文化站;杭州市西湖区外东山弄16号;杭州市;西湖区;120.12975;30.256193;周一至周日8:30-18:00;/whyx/d141590690d14bde98c8f8dcf36f179d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d141590690d14bde98c8f8dcf36f179d.jpg
1;198;农家书屋;浙江图书馆;杭州市西湖区曙光路73号;杭州市;西湖区;120.137047;30.26325;周一至周日09:00-21:00;/whyx/d13ff047590c4da292a1e3f2c8584c30.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d13ff047590c4da292a1e3f2c8584c30.jpg
1;198;农家书屋;瓶窑镇崇化村农家书屋;杭州市余杭区瓶窑镇崇化村委;杭州市;余杭区;119.971386;30.36597;周一至周五08:30-16:30;/whyx/d11e5a13bb7544feba906c1a706e8c54.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d11e5a13bb7544feba906c1a706e8c54.jpg
1;198;农家书屋;锦南街道横岭村农家书屋;杭州市临安区锦南街道横岭村委会;杭州市;临安区;119.710797;30.142026;08:30-17:00;/whyx/d119236242194df4871f1e4fa358637a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d119236242194df4871f1e4fa358637a.jpg
14;210;文体中心;半山街道文体活动中心;半山街道夏意苑6幢;杭州市;拱墅区;120.213798;30.361868;周二至周日9:00-20:30;/whyx/d0a49926fc2c4efeba50fef7c6b7d31a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d0a49926fc2c4efeba50fef7c6b7d31a.jpg
15;211;文化礼堂;左口乡显后村文化礼堂;杭州市淳安县左口乡显后村;杭州市;淳安县;119.050382;29.726652;春夏8:30-16:30秋冬9:00-17:00;/whyx/d0a0dcb6c9e941ef8dae28f8491ff188.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d0a0dcb6c9e941ef8dae28f8491ff188.jpg
15;211;文化礼堂;威坪镇青山村文化礼堂;杭州市淳安县威坪镇青山村;杭州市;淳安县;119.815283;30.257332;08:00-17:00;/whyx/d05d5402b16749a5b10fa034b086fb62.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d05d5402b16749a5b10fa034b086fb62.jpg
1;198;农家书屋;钟山乡夏塘村农家书屋;杭州市桐庐县钟山乡夏塘村村委;杭州市;桐庐县;119.429719;29.79209;周一至周日08:00-11:30 13:00-16:30;/whyx/d0593d4a4c72422a9e3f70a0e123b33d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d0593d4a4c72422a9e3f70a0e123b33d.jpg
3;200;文化活动室;金秋花园社区文化活动室;杭州市临平区金秋花园小区2幢;杭州市;上城区;120.198;30.269;工作日11:00-17:00;/whyx/d030691b126e46b5b30d3c0342ced089.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d030691b126e46b5b30d3c0342ced089.jpg
2;199;文博场馆;闲林街道丁丙纪念馆;杭州市余杭区闲林街道闲林中路291号33幢;杭州市;余杭区;119.986737;30.223453;周二至周日09:00-16:00;/whyx/d028fc1606244d89872d72d619f3704a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d028fc1606244d89872d72d619f3704a.jpg
2;199;文博场馆;杭州市方志馆;杭州市上城区望江路266号;杭州市;上城区;120.172975;30.238022;09:00-16:30;/whyx/d019d46f30c34534a30b08170ae377e3.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/d019d46f30c34534a30b08170ae377e3.png
1;198;农家书屋;祥符街道庆隆社区图书室;杭州市拱墅区庆隆苑31幢2楼;杭州市;拱墅区;120.12528;30.295673;08:30-17:00;/whyx/cff5bbc589aa441ca653ca3ab503a680.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cff5bbc589aa441ca653ca3ab503a680.jpg
15;211;文化礼堂;威坪镇蜀阜村文化礼堂;杭州市淳安县威坪镇蜀阜村;杭州市;淳安县;118.783823;29.734746;08:00-17:00;/whyx/cfd9386c2ea34efbb79e9ebe617e596b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cfd9386c2ea34efbb79e9ebe617e596b.jpg
7;203;美术馆;杭州殿堂壁画艺术馆;杭州市余杭区余杭街道城东路7号;杭州市;余杭区;119.955388;30.253616;周一至周日09:00-17:00;/whyx/cf988a091e1344c08c94e786bf6c6a09.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cf988a091e1344c08c94e786bf6c6a09.jpg
2;199;文博场馆;杭州市文史研究馆;杭州市拱墅区新华路岳官巷4号;杭州市;拱墅区;120.175628;30.259191;周二至周五9:30-11:30；13:30-16:30;/whyx/cf97cddeeef74a83aba38bce0b98d3c9.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cf97cddeeef74a83aba38bce0b98d3c9.png
15;211;文化礼堂;威坪镇合富村文化礼堂;杭州市淳安县威坪镇合富村;杭州市;淳安县;118.828632;29.829942;08:00-17:00;/whyx/cf809a1c923c43aeab8dc844140eab24.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cf809a1c923c43aeab8dc844140eab24.jpg
2;199;文博场馆;金萧支队历史馆;杭州市淳安县富文乡富文村89-1;杭州市;淳安县;119.215414;29.646922;08:30-17:00;/whyx/cf057ae8c12c49dca0ff8bef758edd07.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cf057ae8c12c49dca0ff8bef758edd07.jpg
15;211;文化礼堂;胥口镇平畈村文化礼堂;富阳区胥口镇平畈村王家37号旁;杭州市;富阳区;119.62194;29.95584;08:00-20:00;/whyx/ceeebecbfa58461d89fbdf2ef4db6169.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ceeebecbfa58461d89fbdf2ef4db6169.jpg
9;205;体育设施;仓南社区青枫墅园篮球场;余杭区仓前街道仓南社区青枫墅园山语阁幢南面;杭州市;余杭区;119.976784;30.261981;08:00-20:00;/whyx/ced28c8772c14f4dad028807cbe1475e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ced28c8772c14f4dad028807cbe1475e.jpg
9;205;体育设施;分水镇体育馆;分水镇玉华西路315号文体中心内;杭州市;桐庐县;119.43;29.93;周一至周日9:30-17:00;/whyx/cebf26bcc90e4273b8467ba546fbf379.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cebf26bcc90e4273b8467ba546fbf379.jpg
16;212;文化家园;美辰社区文化家园;杭州市上城区丁兰街道美辰社区美都雅苑3幢1楼东侧;杭州市;上城区;120.242964;30.356847;08:30-11:30;/whyx/ceac5bd2ed644386b5c67c1f46283d16.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ceac5bd2ed644386b5c67c1f46283d16.jpg
15;211;文化礼堂;王阜乡胡家坪村文化礼堂;杭州市淳安县王阜乡胡家坪村;杭州市;淳安县;119.58973;29.670605;09:00-20:00;/whyx/ce318545edbb46f5bdc80d5f34e893d2.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ce318545edbb46f5bdc80d5f34e893d2.jpg
1;198;农家书屋;小营街道图书分馆;杭州市上城区小营街道马市街与清吟街交叉口处;杭州市;上城区;120.176273;30.253718;09:00-19:00;/whyx/ce09d4612ca54df18c7c1414b7d728fd.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ce09d4612ca54df18c7c1414b7d728fd.jpg
12;208;儿童之家;芦茨村妇女儿童活动中心;富春江镇芦茨村文化礼堂;杭州市;桐庐县;119.677069;29.685172;周一至周日8:00-17：00;/whyx/cddb49daaf48479f81cbe6d0e56c7858.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cddb49daaf48479f81cbe6d0e56c7858.jpg
16;212;文化家园;通济社区文化家园;余杭区余杭街道新桥路110-40;杭州市;余杭区;119.932496;30.271705;周一至周日08:30-11:30 13:30-16:30;/whyx/cd8717beca7f4c2d88ecebb8714060ad.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cd8717beca7f4c2d88ecebb8714060ad.jpg
2;199;文博场馆;淳安县博物馆;杭州市淳安县千岛湖镇珍珠一路113号;杭州市;淳安县;119.11238;29.595426;09:00-16:00;/whyx/cd80bfe262c6497daad3c2b477b45b80.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cd80bfe262c6497daad3c2b477b45b80.jpg
16;212;文化家园;南苑社区文化家园;杭州市淳安县千岛湖镇开发路196号;杭州市;淳安县;119.055678;29.5891;08:30-17:00;/whyx/cd76d17422044824b13150b01965223f.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cd76d17422044824b13150b01965223f.jpg
16;212;文化家园;北落马营社区文化家园;北落马营8幢;杭州市;上城区;120.175883;30.226102;08:30-Invalid Date;/whyx/cd5d222f6c4a43d2a2379231c89b3777.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cd5d222f6c4a43d2a2379231c89b3777.jpg
9;205;体育设施;西塘河村潘塘港健身步道;余杭区下潘塘8号;杭州市;余杭区;120.0618;30.373418;全天开放;/whyx/cd1fb9782eb04590bdfc70e78cfe9630.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cd1fb9782eb04590bdfc70e78cfe9630.jpg
15;211;文化礼堂;龙门镇龙门七村文化礼堂;富阳区龙门镇龙门七村龙1号;杭州市;富阳区;119.94886;29.90401;08:30-16:30;/whyx/cd071fe3e4ed47ddabc59b69f2870a60.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cd071fe3e4ed47ddabc59b69f2870a60.jpg
16;212;文化家园;东白马湖社区文化家园;杭州市萧山区城厢街道旭滨东方悦府8-11商铺;杭州市;萧山区;120.2302;30.168034;周一至周五8:30-11:30，13:30-16:30;/whyx/ccf524dc882541d68b53f25125456b82.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ccf524dc882541d68b53f25125456b82.png
15;211;文化礼堂;威坪镇河村村文化礼堂;杭州市淳安县威坪镇河村村;杭州市;淳安县;118.828632;29.829942;08:00-17:00;/whyx/cced8d269c8d4d9db6a0f16ba3038225.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cced8d269c8d4d9db6a0f16ba3038225.jpg
15;211;文化礼堂;界首乡桐子坞村文化礼堂;杭州市淳安县界首乡桐子坞村;杭州市;淳安县;118.880861;29.580808;09:00-Invalid Date;/whyx/cc8f3c0a162841ecac868ad0535cecb6.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cc8f3c0a162841ecac868ad0535cecb6.jpg
2;199;文博场馆;范仲淹纪念馆;杭州市桐庐县城南街道中杭路;杭州市;桐庐县;119.686132;29.79383;周二至周日 8:30-17:00;/whyx/cc78296f7f1a43fbac0bcc1cff0cf087.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cc78296f7f1a43fbac0bcc1cff0cf087.png
14;210;文体中心;五常街道党群服务中心;余杭区五常街道办事处2号楼2楼;杭州市;余杭区;120.036443;30.248948;周一至周五09:00-17:00;/whyx/cc1c33dae0fa43df85c3af4d435d0510.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cc1c33dae0fa43df85c3af4d435d0510.jpg
13;209;老年活动中心;总管堂社区阳光老人家;祥运路164号;杭州市;拱墅区;120.112908;30.33852;08:30-17:00;/whyx/cbd0dc39f5fb4740a81b5325fb20125b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cbd0dc39f5fb4740a81b5325fb20125b.jpg
16;212;文化家园;桃源社区文化家园;富春街道桃源社区;杭州市;富阳区;119.929104;30.030816;周一至周日8:00--17:00;/whyx/cb8b30258bfb4069aef1bf31de12aa08.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cb8b30258bfb4069aef1bf31de12aa08.jpg
2;199;文博场馆;中共西镇区委旧址纪念馆;杭州市余杭区仁和街道花园村林家斗自然村;杭州市;余杭区;120.127104;30.399365;周一至周日08:30-17:00;/whyx/cb869e319cb44c9488249a5b086745ff.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cb869e319cb44c9488249a5b086745ff.jpg
16;212;文化家园;长二社区文化家园;滨江区长河街道长二社区便民服务中心;杭州市;滨江区;120.197262;30.173772;08:00-17:00;/whyx/cb51a48f73e24f2a801359879d5aceb2.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/cb51a48f73e24f2a801359879d5aceb2.png
16;212;文化家园;长睦苑社区文化家园;杭州市上城区丁兰街道勤丰路566号;杭州市;上城区;120.233266;30.357753;08:30-11:30;/whyx/ca98e8a6be9748d3b5a7c451b7ada744.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ca98e8a6be9748d3b5a7c451b7ada744.jpg
1;198;农家书屋;胥口镇葛溪村农家书屋;杭州市富阳区胥口镇葛溪村村委大楼;杭州市;富阳区;119.692766;29.989861;周一至周日08:00-20:00;/whyx/c9a487ae389241df985f9bf6026078ff.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/c9a487ae389241df985f9bf6026078ff.jpg
16;212;文化家园;和家园社区文化家园;杭州市西湖区留下街道和家园南社区杨梅山路327-1;杭州市;西湖区;120.061138;30.233169;周一至周日8:30-17:00;/whyx/c980e855443f4f4eb34e20a73facb9e0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/c980e855443f4f4eb34e20a73facb9e0.jpg
1;198;农家书屋;杭州钱江经济开发区管委会智能制造创新中心余悦书吧;杭州市余杭区仁和街道临港路10号管委会2号楼1楼;杭州市;余杭区;120.080318;30.449402;周一至周五09:00-17:00;/whyx/c9267aea06db46298e89c922340a8cf1.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/c9267aea06db46298e89c922340a8cf1.jpg
16;212;文化家园;枫景园社区文化家园;杭州市上城区丁兰街道白马庄街35号;杭州市;上城区;120.24302;30.362548;08:30-17:00;/whyx/c916e828ab85450797b4ff8d69d062a6.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/c916e828ab85450797b4ff8d69d062a6.jpg
15;211;文化礼堂;临岐镇叶家畈村文化礼堂;杭州市淳安县临岐镇叶家畈村;杭州市;淳安县;119.060083;29.868268;08:30-20:30;/whyx/c8630c6ee67a43e0bba3931d881a22ae.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/c8630c6ee67a43e0bba3931d881a22ae.jpg
1;198;农家书屋;黄湖镇清波村农家书屋;杭州市余杭区黄湖镇横湖路1号清波村委后;杭州市;余杭区;119.813356;30.450006;周一至周日09:00-16:30;/whyx/c7f604906b6a48e296ca0168071f3150.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/c7f604906b6a48e296ca0168071f3150.jpg
